78	-	-	Неверный формат параметра «Валюта»	4 - прочие ошибки (повторить позже)	78	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
92	-	-	Платеж по поставщику не поддерживается	4 - прочие ошибки (повторить позже)	92	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
93	-	-	Невозможно провести платеж – исчерпаны транзакционные лимиты по всем платёжным инструментам	4 - прочие ошибки (повторить позже)	93	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
162	-	-	EMPTY_RECURRENT_SCHEDULE	4 - прочие ошибки (повторить позже)	162	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
163	-	-	INVALID_RECURRENT_SCHEDULE	4 - прочие ошибки (повторить позже)	163	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
164	-	-	EMPTY_RECURRENT_MNEMONIC	4 - прочие ошибки (повторить позже)	164	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
165	-	-	INVALID_RECURRENT_EXPIRY	4 - прочие ошибки (повторить позже)	165	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
120	-	-	EMPTY_FINE_ID	4 - прочие ошибки (повторить позже)	120	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
168	-	-	EMPTY_NAME	4 - прочие ошибки (повторить позже)	168	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
169	-	-	EMPTY_INN	4 - прочие ошибки (повторить позже)	169	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
170	-	-	EMPTY_KPP	4 - прочие ошибки (повторить позже)	170	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
171	-	-	EMPTY_BIC	4 - прочие ошибки (повторить позже)	171	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
172	-	-	EMPTY_BANK_NAME	4 - прочие ошибки (повторить позже)	172	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
173	-	-	EMPTY_ACCOUNT	4 - прочие ошибки (повторить позже)	173	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
174	-	-	EMPTY_BILL_FOR	4 - прочие ошибки (повторить позже)	174	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
175	-	-	EMPTY_OKATO	4 - прочие ошибки (повторить позже)	175	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
176	-	-	EMPTY_KBK	4 - прочие ошибки (повторить позже)	176	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
177	-	-	EMPTY_BILL_DATE	4 - прочие ошибки (повторить позже)	177	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
178	-	-	INCORRECT_BILL_DATE	4 - прочие ошибки (повторить позже)	178	"Приносим свои извинения. Удаленное пополнение карты «Тройка» отклонено. Попробуйте повторить Ваш запрос позднее. " (код для обращения в техподдержку С,D,M)				
